id,name
arrocesa_departamento_001,ADMINISTRACION
arrocesa_departamento_002,GERENCIAL
arrocesa_departamento_003,PRODUCCION 
arrocesa_departamento_004,MANTENIMIENTO
arrocesa_departamento_005,COMERCIALIZACION
arrocesa_departamento_006,VENTAS
